tweet,label,hate_words,emojis
@USER: stolen BUT which one am i : 1. 🖤💣🌚♣️ 2. 🎨🍯🌸💓 🕸️☠🎱🕷 🍧✨🌈🌼 ♠️🔪⛓🎥 🌷💞💗🍥3. 👜☕🕰🤎…,0,[],"['🖤💣🌚♣', '🎨🍯🌸💓', '🕸', '☠🎱🕷', '🍧✨🌈🌼', '♠', '🔪⛓🎥', '🌷💞💗🍥', '👜☕🕰🤎']"
@USER: This Gang is destroying everyone in the house 💀🔪{#MCStan #ShivThakare #SumbulTouqeerKhan },0,[],['💀🔪']
@USER 🔪🔪🔪🔪🔪 what the fuck is wrong with her,1,['fuck'],['🔪🔪🔪🔪🔪']
@USER They're saying this about pujji Ye to kuch bhi nhi hai 🤣🤣🤣🔪🩸,0,[],['🤣🤣🤣🔪🩸']
GUYS VOTE #ROYALEHIGH 👹🔪,0,[],['👹🔪']
@USER: It's a pleasure to meet you. Name's Grey - a Wandering Oni blessed by the Seven Gods of Fortune. 🔪🍃Twitch:,0,[],['🔪🍃']
@USER: 🔥Drop Alert🔥l just listed “Vampire” on @USER 🖤🧛‍♀️🦇🕷🕸🔪🩸💀 “Inspired by Renfield's Syndrome”Res: 0.45 $ETH#NFTCo…,0,[],"['🔥', '🔥', '🖤🧛', '♀', '🦇🕷🕸🔪🩸💀']"
@USER: For all the bitches who say I can’t paint 🔪,1,['bitches'],['🔪']
@USER: Not them stealing our tradition 😑🔪,0,[],['😑🔪']
@USER @USER On special occasions keep it handy😁😈 I have plenty of our fashion for everyday occasio…,0,[],['😁😈']
@USER: a little gift for reaching 50k thank u everybody🔪💗,0,[],['🔪💗']
@USER: Michael Myers has a new holiday… 🎄🔪,0,[],['🎄🔪']
@USER: a little gift for reaching 50k thank u everybody🔪💗,0,[],['🔪💗']
@USER Creeper side kick lmao 🤣 🤣 hope you lock the🔪 cupboard when you 😴,0,[],"['🤣', '🤣', '🔪', '😴']"
@USER: I wonder what the chances are for working WITH a serial killer 🔪Feat | Pawn Patrol / Note Clip,0,[],['🔪']
@USER: Everybody talking about Priyanka 😂😂. Kitne jaalte hein log and even sree bitching about her dude👀🔪#PriyAnkit #PriyankaC…,1,['bitching'],"['😂😂', '👀🔪']"
@USER: Times when I think 21 Savage isn’t a real person A thread🧵🔪,0,[],['🧵🔪']
@USER: Ladies take what’s yours 🔪Any women who engages with this post is eligible for a FREE MINT 💃🏻Tag 3 lady mobsters 💎Men…,0,[],"['🔪', '💃🏻', '💎']"
@USER: a little gift for reaching 50k thank u everybody🔪💗,0,[],['🔪💗']
@USER: Everybody talking about Priyanka 😂😂. Kitne jaalte hein log and even sree bitching about her dude👀🔪#PriyAnkit #PriyankaC…,1,['bitching'],"['😂😂', '👀🔪']"
@USER: Sree is irritating af please stop talking actually all the three ladies stop talking 🔪#PriyAnkit,0,[],['🔪']
@USER: interrogating the immortal 🔪,0,[],['🔪']
@USER: Everybody talking about Priyanka 😂😂. Kitne jaalte hein log and even sree bitching about her dude👀🔪#PriyAnkit #PriyankaC…,1,['bitching'],"['😂😂', '👀🔪']"
@USER: #MCStan is back baby Rade matlab Rade .Vishay khol Prithvi Gol Direct G... 💀🔪Priyankit walon Burnol ready rakho 👿{#Shiv…,0,[],"['💀🔪', '👿']"
When I eat lobster once a yearMy feelings: ☺️😊😄My face: 🤨🙄🔪My body: 💃🏻🕺🏻💃🏻,0,[],"['☺', '😊😄', '🤨🙄🔪', '💃🏻🕺🏻💃🏻']"
which one s would you say i am stole from the tl 😅 1. 🖤💣🌚♣️ 2. 🎨🍯🌸💓 🕸️☠🎱🕷 🍧✨🌈🌼…,0,[],"['😅', '🖤💣🌚♣', '🎨🍯🌸💓', '🕸', '☠🎱🕷', '🍧✨🌈🌼']"
*me trying so hard to hate this aries man by lying to myself but i know it's not gonna work out cause i love him that much* 😭🔪,1,"['*me', 'much*']",['😭🔪']
@USER: Congratulations @USER 🫶🏻And @USER 🥂Well Played Everyone 🤍#DananGames🔪,0,[],"['🏻', '🥂', '🤍', '🔪']"
@USER: a little gift for reaching 50k thank u everybody🔪💗,0,[],['🔪💗']
@USER: Everybody talking about Priyanka 😂😂. Kitne jaalte hein log and even sree bitching about her dude👀🔪#PriyAnkit #PriyankaC…,1,['bitching'],"['😂😂', '👀🔪']"
@USER Sturrr upppp🔪,0,[],['🔪']
@USER: KITCHEN CHOPS 🔪,0,[],['🔪']
Sree is irritating af please stop talking actually all the three ladies stop talking 🔪#PriyAnkit,0,[],['🔪']
I have finished the first season of The White Lotus. 🍍💩🔪,0,[],['🍍💩🔪']
@USER: 🔪DAVID BILLA 🔪 #Thunivu #15YrsOfGOATBilla @USER,0,[],"['🔪', '🔪']"
@USER: We turn knives into gyms. Watch our story. 🔪🔥🏋️‍♀️,0,[],"['🔪🔥🏋', '♀']"
@USER: Sidney Prescott is the ultimate final girl. She took down two killers in one minute. 👑🔪,0,[],['👑🔪']
@USER: a little gift for reaching 50k thank u everybody🔪💗,0,[],['🔪💗']
@USER: Everybody talking about Priyanka 😂😂. Kitne jaalte hein log and even sree bitching about her dude👀🔪#PriyAnkit #PriyankaC…,1,['bitching'],"['😂😂', '👀🔪']"
thinking about that little girl who pissed off the football men so much they made edits on how much they wanna 🔪 her,1,['pissed'],['🔪']
Giannis just violated bro 💀,0,[],['💀']
I’m doneeeeeeee. She said ARE THEY UGLY💀💀💀,0,[],['💀💀💀']
@USER: “You’re the image of the school”😂💀,0,[],['😂💀']
@USER I knew about Bluey but when was Blue's gender ever even mentioned 💀,0,[],['💀']
@USER @USER @USER @USER @USER I’m not read that 💀💀💯💯⬆️⬆️⬆️🗣⬆️⬆️⬆️⬆️💯💯💯💯💯💯💯🔜😹😹😹🤓💯💯💯💯💯💯💯💯💯💯😹😹😹😹😹😹🤫🤫🤫,0,[],"['💀💀💯💯⬆', '⬆', '⬆', '🗣⬆', '⬆', '⬆', '⬆', '💯💯💯💯💯💯💯🔜😹😹😹🤓💯💯💯💯💯💯💯💯💯💯😹😹😹😹😹😹🤫🤫🤫']"
@USER PLSJSS SORRY 😭😭 snsjia yeah i’ve neglected my story quests in general too 💀 cyno nilou nahida kazuha are…,0,[],"['😭😭', '💀']"
the fkn centipedes r back on the wall gawking at me oFC 💀 like go do something damn,1,['damn'],['💀']
@USER @USER You litterally get to choose your pronouns in japanese💀💀💀💀💀,0,[],['💀💀💀💀💀']
@USER: @USER It’s giving off yoloswag studios vibes 💀,0,[],['💀']
First time smoking in 2 days let’s goooo😍😍🤞🏽💀😪,0,[],['😍😍🤞🏽💀😪']
@USER @USER That don’t even make sense for the pic 💀,0,[],['💀']
@USER: This manga is so creepy and scary man even the author had quit to keep his sanity 💀,0,[],['💀']
@USER: Security was like: f*ck the job messi scored 💀,1,['f*ck'],['💀']
I blame @USER for this 💀,0,[],['💀']
🦋 Fairy | 🌿 Grass | ☠ Poison,0,[],"['🦋', '🌿', '☠']"
@USER: Boondocks hit the head on the nail to the formula of every Tyler Perry movie 💀,0,[],['💀']
@USER These comments killing me omg the ick I just felt 💀,0,[],['💀']
@USER oh I thought u were serious cuz I remember me believing this was Seungyeon💀😭,0,[],['💀😭']
every 9th graders wants to score that tle exam 💀🔫,0,[],['💀🔫']
I won’t believe it even if you told me tbh 💀,0,[],['💀']
@USER: mfs be like “im obsessed w u” then follow every possible girl they see💀,0,[],['💀']
@USER: ⚔️♣️💀💣☠️🎶 🍬🎀🎄🌷🌸🖤🗡Boom🎵💣 🍭🎄Candy✨💖💣⚔️☠️🖤 ⚔️⛓️ 💖🌸🦋🌻🍒,0,[],"['⚔', '♣', '💀💣☠', '🎶', '🍬🎀🎄🌷🌸🖤🗡', '🎵💣', '🍭🎄', '✨💖💣⚔', '☠', '🖤', '⚔', '⛓', '💖🌸🦋🌻🍒']"
who else doing that manual flicker 💀,0,[],['💀']
"@USER: #MCStan𓃵 for popat - ""Mai to bol raha final tak ghode ke niche hi rehne do""🤣🤣🤣I bet everyone would've died laughing on this…",0,[],['🤣🤣🤣']
@USER: No way there’s a team in the Bangladesh league who have completely ripped off the Bournemouth badge 💀,0,[],['💀']
@USER: To sacrifice my happiness so as to make someone else happy Not me currently. 💀,0,[],['💀']
Nah ts ain't his first time 💀💀💀,0,[],['💀💀💀']
@USER: Guess the university and kyambogo why 😭💀🤣,0,[],['😭💀🤣']
@USER: Lmao the folk calling me broke bc I said I’m hype about finally having $1 000 in my savings 😂. You’re right and that’s why…,0,[],['😂']
@USER: Bro is never jumping offsides again 💀,0,[],['💀']
@USER Even if he said something black comedians are not nice to white people either💀. Someone is at the bottom of a joke.,0,[],['💀']
what is the new ig notes update 💀💀,0,[],['💀💀']
@USER 😂😂 I'm still in search on one💀,0,[],"['😂😂', '💀']"
@USER ppl say their lisp sounds like they’re speaking parseltongue💀,0,[],['💀']
Apple slowing the i-11 already or is it just me 💀,0,[],['💀']
@USER: Office of the first Grandson 💀,0,[],['💀']
@USER Bruh😭💀,0,[],['😭💀']
@USER: Being a chemistry class for me was like watching a series in a foreign language without subtitles 💀😂,0,[],['💀😂']
It’s always the random bitches that take getting cut off the hardest like okay who even are you to begin with 🧍🏾‍♂️💀💀💀💀,1,['bitches'],"['🧍🏾', '♂', '💀💀💀💀']"
@USER: One thing is for sure JYP/E Investors are still having nightmares about this 💀...,0,[],['💀']
I would be mad at you and you won't even realise it 💀,0,[],['💀']
@USER Recessions do this 💀,0,[],['💀']
@USER: Just joined @USER .. one of the best communities around it will be very interesting the future of GU 🤝✨Show me one…,0,[],['🤝✨']
@USER where's the best midfielder ronaldo 😼💀,0,[],['😼💀']
@USER Girl 💀,0,[],['💀']
@USER @USER more like round 3 after ticketmaster sold too many tickets to bad bunny's concert 💀,0,[],['💀']
These vik fans are getting offended for everything. Like idol like fans 😂😂Tag kooda poda maatom. Aanalum vanthu katharuvanga 💀,0,[],"['😂😂', '💀']"
@USER: Kissing was fun until……… 💀🧑‍🦯🙆🏾,0,[],"['💀🧑', '🦯🙆🏾']"
@USER 🦖: Oh my goodness.~ 💀🤣,0,[],"['🦖', '💀🤣']"
@USER: there's a lot of kpop idols doing this before their members go to the military but it's always problem when it was BTS 💀 h…,0,[],['💀']
@USER @USER @USER Butthurt virgin calm down it ain't that serious😭😭😭💀💀💀🤡🤡🤡,0,[],['😭😭😭💀💀💀🤡🤡🤡']
@USER: Lmao the folk calling me broke bc I said I’m hype about finally having $1 000 in my savings 😂. You’re right and that’s why…,0,[],['😂']
@USER: She had dated an artist before he was popular and always talked about it. 💀 what do you want me to do Help you beg him…,0,[],['💀']
@USER: there's a lot of kpop idols doing this before their members go to the military but it's always problem when it was BTS 💀 h…,0,[],['💀']
@USER: they using old pics💀,0,[],['💀']
three houses isnt even in there i really gotta make it right bc i still haven’t played silver snow💀,0,[],['💀']
@USER: was a pretty crazy one ✏️📕 #NuclearNerdsofTheAccidentalApocalypse 💀 #nft #nftart #nfts #nftartist #nftcollector #…,0,[],"['✏', '📕', '💀']"
@USER: - - 𝚆𝙷𝙰𝚃'𝚂 𝙲𝙾𝙾𝙺𝙸𝙽𝙶 𝙶𝙾𝙾𝙳 𝙻𝙾𝙾𝙺𝙸𝙽𝙶 - -𝚆𝚎’𝚛𝚎 𝚋𝚞𝚒𝚕𝚍𝚒𝚗𝚐 𝚝𝚑𝚛𝚘𝚞𝚐𝚑 𝚝𝚑𝚎 𝚋𝚎𝚊𝚛 𝚁𝚃 &amp; 𝚌𝚘𝚖𝚖𝚎𝚗𝚝 𝚠𝚑𝚊𝚝'𝚜 𝚑𝚊𝚙𝚙𝚎𝚗𝚒𝚗𝚐 𝚒𝚗 𝚢𝚘𝚞𝚛 𝚔𝚒𝚝𝚌𝚑𝚎𝚗. 💀𝚈𝚘…,0,[],['💀']
@USER: @USER @USER Dumbul☕💀,0,[],['☕💀']
@USER: Lmao the folk calling me broke bc I said I’m hype about finally having $1 000 in my savings 😂. You’re right and that’s why…,0,[],['😂']
@USER: Gals be like I know I have a boyfriend but it’s you that I love aah 💀😂,0,[],['💀😂']
i got reyna flashed skye flashed concussed slowed and had a raze boombot following me all in the span of 0.4 seconds 💀,0,[],['💀']
@USER: This manga is so creepy and scary man even the author had quit to keep his sanity 💀,0,[],['💀']
@USER: Love this Skellie 🎃💀@USER,0,[],['🎃💀']
@USER: this shit is so hilarious because roy harper is right there bro.... 💀,1,['shit'],['💀']
UPDATE: gaslighted myself into buying the special version ng candy 💀💀,0,[],['💀💀']
@USER @USER Cry more 💀,0,[],['💀']
@USER @USER every album on her discography dropped in streams actually💀,0,[],['💀']
@USER @USER @USER That makes sense. That cut away wasn’t even lined up properly 💀,0,[],['💀']
@USER: This manga is so creepy and scary man even the author had quit to keep his sanity 💀,0,[],['💀']
@USER: Friends you should avoid 💀🔫,0,[],['💀🔫']
@USER 💀revoke the app access asap,0,[],['💀']
And this is why when a man cheats on you you don’t cheat back 💀,0,[],['💀']
@USER: Send to Many 💀,0,[],['💀']
@USER: For research purposes over the event. I'm appreciating a lot rn this very hot Moonbyul during AYA era. I'm such a mess 💀🔥 a…,0,[],['💀🔥']
nah I dont think so 💀 i am plain old me.,0,[],['💀']
@USER: there's a lot of kpop idols doing this before their members go to the military but it's always problem when it was BTS 💀 h…,0,[],['💀']
@USER: This manga is so creepy and scary man even the author had quit to keep his sanity 💀,0,[],['💀']
@USER: They be looking so different💀😂,0,[],['💀😂']
@USER: Bruh Shaq &amp; Charles Barkley really mocked Unc Shannon Sharpe &amp; Skip Bayless 💀💀💀,0,[],['💀💀💀']
@USER Nah at second thought I can't 💀💀💀,0,[],['💀💀💀']
how do y'all take care of yourself during a hangover 💀💀,0,[],['💀💀']
@USER idk why people suddenly forgot about blacked the anime lmao and he's using AI art generators for everything 💀,0,[],['💀']
@USER: Lmao the folk calling me broke bc I said I’m hype about finally having $1 000 in my savings 😂. You’re right and that’s why…,0,[],['😂']
@USER: the girl on “Her Loss” album cover has a onlyfan account💀,0,[],['💀']
@USER: BYE GUYS💀💀💀,0,[],['💀💀💀']
@USER: When black veil brides and asking Alexandria is trending and you here making sure you’re not in 2012 💀,0,[],['💀']
@USER: Rolling Bones &amp; Sui Punks Club Whitelist Giveaway 💎Prizes: 3x WL - @USER WL - @USER💀To enter:Lik…,0,[],"['💎', '💀']"
if he fucks his gf constantly and you whenever he feels like it you didn’t win sis 💀,1,['fucks'],['💀']
@USER: So anyway 💀,0,[],['💀']
If the main salvadoran opposition newspaper says we have an 88% approval rating how much will it actually be 🙈,0,[],['🙈']
Naughty or nice 🙈❤️,0,[],['🙈❤']
@USER: Can we chat on WhatsApp 🥹🙈,0,[],['\U0001f979🙈']
ONE DAY YOU &amp; ME AFTER OURNIKAH&gt;&gt;&gt;&gt;❤🙈🥀💍👰,0,[],['❤🙈🥀💍👰']
@USER: Chaewon looks so cool in that silver sweater🙈🤩,0,[],['🙈🤩']
Also a chart of my blood pressure during the game 👀😭😭😭🙈 #Celtics #Bleedgreen #NBA #BeatLA,0,[],['👀😭😭😭🙈']
I can’t see I’m blind… 🙈,0,[],['🙈']
@USER So now we confessing publicly 🙈love you too babe....come home im waiting na~❤️,0,[],"['🙈', '❤']"
@USER: Friends I have many problems I could not share my joy Ginger Smokey Olli and Schwartz are adopted 🥰Schwartz will travel t…,0,[],['🥰']
@USER it was me 🙈 it seemed like a fun playlist so i saved it to listen to later,0,[],['🙈']
@USER: I am so sweet 🙈,0,[],['🙈']
If this 🧵 seems familiar......u r right 😭 it's yesterday's 🧵 w/a makeover 🙈I haven't deleted the old one to give…,0,[],"['🧵', '😭', '🧵', '🙈']"
"@USER: 13 𝖉𝖆𝖞𝖘 𝖙𝖔 𝖌𝖔 𝖋𝖔𝖗 𝖈𝖍𝖔𝖔𝖟𝖎'𝖘 𝖇𝖎𝖗𝖙𝖍𝖉𝖆𝖞 🐣🥳🙈I Don't Know About Friendship Goals But I Know That ""I Want You As My Best Friend…",0,[],['🐣🥳🙈']
@USER: so cute prommark🙈#พร้อมมาร์ค,0,[],['🙈']
@USER: @USER So you gone from Messi is the 🐐 to 4th best of all time what's Maradona and R9 done since this tweet to put t…,0,[],['🐐']
@USER The ka snob in me often makes me leave parties without eating🙈.,0,[],['🙈']
@USER ty bbyyy 🙈🥰,0,[],['🙈🥰']
@USER: Me 🤝🏼 Beauty 🙈,0,[],"['🤝🏼', '🙈']"
I really hope someone interacts with this 🙈,0,[],['🙈']
@USER: Ankit gives me hope then destroys it all with his “just friends” comments 🙈 xx I’m way too emotionally invested in their…,0,[],['🙈']
@USER Unfiltered 🙈,0,[],['🙈']
@USER @USER name abeg the 20 edey back send gimme 🙈🙈🙏🏽🙏🏽,0,[],['🙈🙈🙏🏽🙏🏽']
@USER: Aha amma donga 🙈 peddha plan ey@USER Love Uh Bro 😘#PushpaTheRule🔥👿🚬,0,[],"['🙈', '😘', '🔥👿🚬']"
My 2022 webtoon wrapped 🙈 recently lang talaga ako mas tumabay sa webtoon app 😆 #2022WithWEBTOON,0,[],"['🙈', '😆']"
@USER: Seyi is the only person that calls me by my full name and it’s always very sexy 😭🙈,1,['sexy'],['😭🙈']
@USER I can’t wing it 😭😭 cuz it’s a paper for criminology about police … the prof is a ex-police … me wing…,0,[],['😭😭']
@USER: Me 🤝🏼 Beauty 🙈,0,[],"['🤝🏼', '🙈']"
@USER Who are you inviting coz everyone is saying inbox empty🙈 even mine,0,[],['🙈']
@USER: Messi and wizkid is the best combination in music 🎶 and football ⚽️ 💃💃🙈🥰,0,[],"['🎶', '⚽', '💃💃🙈🥰']"
@USER 🙈 few mins ago,0,[],['🙈']
@USER: Nobody move 🙈#PERSES #PERSES_TH #เพอร์เซส,0,[],['🙈']
@USER: Why does it suits so well. 🤭🔥I guess i downloaded the right version ❤️🤌🏻🙈HC moves &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;🔥🔥he is hot i mean look…,0,[],"['🤭🔥', '❤', '\U0001f90c🏻🙈', '🔥🔥']"
So everyone this has been the truth🙈Ahemm like this huh,0,[],['🙈']
So therefore don’t talk to my man until I get a therapist thank you 💕💘🙈,0,[],['💕💘🙈']
@USER daddy omg 🙈,0,[],['🙈']
@USER: Raphael not realizing everything 🙈#obeymesimeon #obeymesolomon #obeyme #solomeon,0,[],['🙈']
@USER: it’s cuffing szn 🙈,0,[],['🙈']
@USER They tried to get me to wear a boot on my paw once when I broke a claw and I refused to walk. 🙈,0,[],['🙈']
@USER Good 😊🙈,0,[],['😊🙈']
Love you so much thank you 🙈♥️,0,[],['🙈♥']
@USER: Aha amma donga 🙈 peddha plan ey@USER Love Uh Bro 😘#PushpaTheRule🔥👿🚬,0,[],"['🙈', '😘', '🔥👿🚬']"
@USER @USER Anything for your loyal Ghanaian fan 😪🙈,0,[],['😪🙈']
@USER: Me or Messi choose wisely 💋🙈,0,[],['💋🙈']
@USER the big ones scare me 🙈,0,[],['🙈']
@USER: Sam is my weakness 🙈🤍 What's your weakness #ADecadeOfNITHYAISM#10YearsofNEP#10YearsforYVM #SamanthaRuthPrabhu…,0,[],['🙈🤍']
@USER @USER @USER @USER I was angry n cried cuz u are cute when you're dumb 🙈🙊🤣🤣,0,[],['🙈🙊🤣🤣']
Elon Musk claims Neuralink is about ‘six months’ away from first human trial - The Verge 🙈🙉🙊,0,[],['🙈🙉🙊']
"@USER: Dear Women &amp; Ladies pls come closer; How romantic..😂😂😂🤦‍♂️🙈""Peter Obi"" ""Mr Macaroni"" ""Mercy Johnson"" #Shiloh2022 ""James…",0,[],"['😂😂😂🤦', '♂', '🙈']"
my AI avatar art thingy is 😵‍💫🙈🥹,0,[],"['😵', '💫🙈\U0001f979']"
@USER Today has me feeling like having a baby wouldn’t be the worst thing in the world 😭🙈,0,[],['😭🙈']
@USER Shopee Indonesia please 🙈🙈,0,[],['🙈🙈']
Hey everyone🥰 This is my new page🙏🏻I hope Twitter won't block me for anything anymore🙈,0,[],"['🥰', '🙏🏻', '🙈']"
@USER: Ohh she's flirting 🙈,0,[],['🙈']
@USER RIGHT 🐛🙈🐥🐱🐺,0,[],['🐛🙈🐥🐱🐺']
@USER: @USER So you gone from Messi is the 🐐 to 4th best of all time what's Maradona and R9 done since this tweet to put t…,0,[],['🐐']
@USER: Can I sit on your face🙈,0,[],['🙈']
@USER: me sef i used to be a messi fan o🙈,0,[],['🙈']
This was everyone’s breaking point for the referee 🤬🤬,0,[],['🤬🤬']
@USER: @USER @USER Bunny 🐰 emoji 🐇 bad 🤬,0,[],"['🐰', '🐇', '🤬']"
@USER: FUCK RamaphosaFUCK Andre De ShitFUCK @USER @USER🤬🤬🤬🤬🤬🤬🤬🤬#Stage5#Section89PanelReport,1,['FUCK'],['🤬🤬🤬🤬🤬🤬🤬🤬']
@USER: This makes breaks my heart and makes me so angry 🤬🤬🤬🤬🤬,0,[],['🤬🤬🤬🤬🤬']
@USER Cancer in 5h :😫🫶🏾😏😵‍💫🥲🤬✌🏾😕😯🥴☺️🧐😂🥰🤯🙌🏽🤦🏾‍♀️🤔🫧,0,[],"['😫', '🏾😏😵', '💫\U0001f972🤬✌🏾😕😯🥴☺', '🧐😂🥰🤯🙌🏽🤦🏾', '♀', '🤔']"
@USER: THIS MUST BE WATCHED 🤯🤯 this should be BREAKING news on every channel MSM are complicit 🤬🤬 they are killing us please do…,0,[],"['🤯🤯', '🤬🤬']"
@USER: Check that out They are the worst people in world 🤬,0,[],['🤬']
@USER @USER I hate him MORE✋🤬,0,[],['✋🤬']
@USER: Animal control didn't show 🤬 They're committing cruelty themselves by allowing this person to cause suffering &amp; to pote…,0,[],['🤬']
@USER: Now he’s blaming the bush fires and the pandemic Where was he holidaying and off to the footy during the pandemic 🤬🤬🤬…,0,[],['🤬🤬🤬']
At this point who doesn't know 🤬,0,[],['🤬']
@USER Ure so bored🤬 ily,0,[],['🤬']
@USER What all judges wr drooling n which vulgar show is this 🤬If you think it's then send your kids…,0,[],['🤬']
@USER: 🤬Priorities First: Today The Biden* Regime threw a party to glorify Homosexuality….Meanwhile our Southern border is bein…,1,['Biden*'],['🤬']
@USER @USER True. Then why are we bowing doun n accepting such shows 🤔🤔👇What all judges wr drooling…,0,[],['🤔🤔👇']
Artist to each other: 🥹🤗😩🥵🫶🏽🫦✨🌺💞💕❤️‍🔥💛💓Artist to AI thieving troglodytes: ⚔️🧨🗡️🔫⛓️🪦🤬🏹☄️👊🏾👿🤮,0,[],"['\U0001f979🤗😩🥵', '🏽', '✨🌺💞💕❤', '🔥💛💓', '⚔', '🧨🗡', '🔫⛓', '🤬🏹☄', '👊🏾👿🤮']"
@USER Every day they stay more people are at risk of dying 😢🤬,0,[],['😢🤬']
@USER HATE IT 🤮🤮🤮🤮🤢🤢🤢🤢🤬🤬🤬🤬😡😡😡😡👎👎👎👎👎,0,[],['🤮🤮🤮🤮🤢🤢🤢🤢🤬🤬🤬🤬😡😡😡😡👎👎👎👎👎']
@USER: Have Quality Street tins shrunk massively Yes they have and this guy has the proof. 🤬,0,[],['🤬']
@USER: 💔King/ Fka: Builder Bob#NYCACC #147463 3y▪️To Be Killed: 12/15💉Removed 4 neglect ret 2 owner found stray 🤬 Tells u…,0,[],"['💔', '💉', '🤬']"
@USER: This makes breaks my heart and makes me so angry 🤬🤬🤬🤬🤬,0,[],['🤬🤬🤬🤬🤬']
@USER 😡🤬all to common these days,0,[],['😡🤬']
@USER What all judges wr drooling n which vulgar show is this 🤬If you think it's then send your kids to do t…,0,[],['🤬']
@USER: Netflix cancel season is like the upside down's Christmas season. 🤬💀 #WarriorNun #HalfBad,0,[],['🤬💀']
